"Papel";"Cotação";"P/L";"P/VP";"PSR";"Div.Yield";"P/Ativo";"P/Cap.Giro";"P/EBIT";"P/Ativ Circ.Liq";"EV/EBIT";"Mrg Ebit";"Mrg. Líq.";"Liq. Corr.";"ROIC";"ROE";"Liq.2meses";"Patrim. Líq";"Dív.Brut/ Patrim.";"Cresc. Rec.5a"
"CFLU4";"1.000,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"8,88%";"10,72%";"1,10";"17,68%";"32,15%";"0,00";"60.351.000,00";"0,06";"8,14%"
"CLAN3";"0,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-1,05%";"0,00";"1.012.240.000,00";"0,00";"-63,96%"
"CLSC6";"0,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"8,87%";"0,00";"1.879.780.000,00";"0,00";"4,42%"
"CSTB3";"150,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"40,85%";"28,98%";"2,60";"22,40%";"20,11%";"0,00";"8.420.670.000,00";"0,14";"31,91%"
"CSTB4";"147,69";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"40,85%";"28,98%";"2,60";"22,40%";"20,11%";"0,00";"8.420.670.000,00";"0,14";"31,91%"
"IVTT3";"0,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-0,40%";"0,00";"1.083.050.000,00";"0,00";"20,67%"
"MNSA3";"0,42";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"-208,15%";"-362,66%";"3,63";"-13,50%";"145,70%";"0,00";"-9.105.000,00";"-6,52";"-41,11%"
"MNSA4";"0,47";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"-208,15%";"-362,66%";"3,63";"-13,50%";"145,70%";"0,00";"-9.105.000,00";"-6,52";"-41,11%"
"PMET3";"0,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"4,10%";"0,00";"-290.863.000,00";"0,00";"37,74%"
"POPR4";"10,17";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"8,66%";"5,65%";"1,08";"15,25%";"19,93%";"0,00";"545.803.000,00";"0,82";"30,93%"
"PORP4";"2,40";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-2,08%";"0,00";"22.399.000,00";"0,00";"13,66%"
"VNET3";"0,00";"0,00";"0,00";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"27,34%";"0,00";"9.132.030.000,00";"0,00";"-1,42%"
"STBP3";"6,04";"-35.979,30";"3,01";"4,310";"0,07%";"1,396";"53,76";"80,94";"-3,52";"80,31";"5,32%";"-0,01%";"1,23";"1,93%";"-0,01%";"10.585.400,00";"1.337.190.000,00";"0,16";"-2,25%"
"STBP11";"14,40";"-17.155,70";"1,44";"2,055";"0,00%";"0,666";"25,63";"38,60";"-1,68";"37,96";"5,32%";"-0,01%";"1,23";"1,93%";"-0,01%";"0,00";"1.337.190.000,00";"0,16";"-2,25%"
"PLDN4";"486,00";"-553,07";"1,08";"0,919";"0,00%";"0,611";"1,07";"-75,56";"3,10";"-33,12";"-1,22%";"-0,17%";"10,81";"-1,27%";"-0,20%";"0,00";"289.939.000,00";"0,01";"10,26%"
"LCSA4";"35,09";"-337,52";"-228,00";"79,738";"0,00%";"125,308";"-202,27";"-505,80";"-96,61";"-506,56";"-15,77%";"-23,63%";"0,29";"-28,74%";"67,55%";"0,00";"-377.568.000,00";"-0,35";"6.354,07%"
"CASN3";"18,00";"-337,34";"9,91";"36,584";"0,00%";"3,831";"-179,70";"15.545,80";"-8,00";"16.784,70";"0,24%";"-10,85%";"0,86";"0,03%";"-2,94%";"0,00";"1.298.590.000,00";"0,88";"-11,77%"
"BHGR3";"19,10";"-272,16";"1,10";"3,613";"0,00%";"0,855";"-194,45";"23,70";"-8,56";"25,95";"15,24%";"-1,31%";"0,96";"3,93%";"-0,40%";"0,00";"1.077.600.000,00";"0,20";"20,67%"
"RJCP3";"0,01";"-224,70";"0,65";"0,000";"0,00%";"0,619";"0,00";"-522,94";"0,00";"-523,96";"0,00%";"0,00%";"0,00";"0,00%";"-0,29%";"0,00";"17.287.200,00";"0,00";"0,00%"
"ABYA3";"4,91";"-214,80";"1,76";"2,055";"0,00%";"0,527";"1,98";"19,96";"-2,75";"33,67";"10,29%";"-0,96%";"2,09";"2,78%";"-0,82%";"0,00";"292.060.000,00";"1,31";"16,41%"
"PITI4";"1,28";"-204,74";"0,00";"0,000";"0,00%";"0,000";"0,00";"-2.637,65";"0,00";"-2.637,65";"0,00%";"0,00%";"0,00";"0,00%";"0,00%";"0,00";"0,00";"0,00";"-29,63%"
"BRPR3";"11,10";"-190,01";"0,78";"11,139";"0,00%";"0,471";"8,72";"14,63";"-1,56";"20,34";"76,14%";"-5,86%";"2,25";"3,52%";"-0,41%";"6.481.120,00";"5.763.990.000,00";"0,44";"-14,41%"
"MSPA4";"48,01";"-151,70";"0,34";"2,298";"6,19%";"0,215";"2,65";"-15,33";"-0,86";"-12,59";"-14,99%";"-1,51%";"3,65";"-1,49%";"-0,22%";"0,00";"913.111.000,00";"0,01";"-22,55%"
"MSPA3";"47,00";"-148,51";"0,33";"2,250";"5,74%";"0,211";"2,60";"-15,01";"-0,84";"-12,26";"-14,99%";"-1,51%";"3,65";"-1,49%";"-0,22%";"2.923,81";"913.111.000,00";"0,01";"-22,55%"
"IDVL11";"140,00";"-130,36";"112,33";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-86,17%";"0,00";"108.177.000,00";"0,00";"0,00%"
"LCSA3";"12,50";"-120,23";"-81,22";"28,405";"0,00%";"44,638";"-72,05";"-180,18";"-34,41";"-180,95";"-15,77%";"-23,63%";"0,29";"-28,74%";"67,55%";"0,00";"-377.568.000,00";"-0,35";"6.354,07%"
"MAGG3";"59,40";"-119,98";"1,32";"0,684";"0,00%";"0,440";"9,32";"4,07";"-1,55";"6,41";"16,82%";"-0,57%";"1,14";"14,05%";"-1,10%";"0,00";"2.246.130.000,00";"1,03";"9,27%"
"GOLL4";"39,99";"-104,63";"-1,87";"1,125";"0,00%";"0,987";"-3,45";"17,56";"-0,83";"24,88";"6,41%";"1,49%";"0,52";"7,11%";"1,79%";"165.833.000,00";"-7.477.070.000,00";"-1,02";"5,91%"
"GLOB4";"30,49";"-102,31";"20,22";"1,487";"0,00%";"1,753";"-12,78";"32,83";"-4,18";"35,34";"4,53%";"-1,45%";"0,78";"8,21%";"-19,77%";"0,00";"1.958.000.000,00";"2,21";"6,99%"
"BNCA3";"70,30";"-90,30";"2,45";"0,000";"0,00%";"0,000";"0,00";"0,00";"0,00";"0,00";"0,00%";"0,00%";"0,00";"0,00%";"-2,72%";"0,00";"3.068.150.000,00";"0,00";"2,41%"
"EUCA3";"11,00";"-78,57";"0,80";"2,464";"0,38%";"0,457";"-58,89";"19,50";"-3,09";"27,84";"12,63%";"-0,39%";"0,97";"2,51%";"-1,02%";"969,02";"1.274.240.000,00";"0,35";"-17,55%"
"MAPT4";"12,80";"-73,52";"-2,15";"0,000";"0,00%";"15,218";"0,00";"-90,49";"0,00";"-90,49";"0,00%";"0,00%";"0,00";"0,00%";"2,92%";"7.292,43";"-5.473.000,00";"0,00";"0,00%"
"AMIL3";"32,20";"-73,28";"7,70";"1,129";"0,00%";"2,003";"-16,95";"136,58";"-5,43";"138,61";"0,83%";"-1,53%";"0,75";"2,22%";"-10,51%";"0,00";"1.532.980.000,00";"1,24";"28,47%"
"BRTP3";"35,71";"-67,26";"2,45";"1,168";"0,00%";"0,684";"8,98";"6,03";"-2,40";"7,55";"19,37%";"-2,96%";"1,29";"13,41%";"-3,64%";"0,00";"5.302.340.000,00";"0,91";"3,66%"
"RANI4";"5,78";"-59,69";"3,16";"0,999";"0,39%";"0,651";"-5,14";"8,89";"-1,12";"15,63";"11,24%";"-1,67%";"0,63";"7,91%";"-5,29%";"42.022,20";"305.001.000,00";"2,49";"6,63%"
"BAHI3";"105,00";"-53,78";"2,30";"2,737";"0,00%";"1,285";"-23,73";"-21,67";"-4,23";"-20,70";"-12,63%";"-6,01%";"0,64";"-6,34%";"-4,27%";"29.326,70";"53.521.000,00";"0,00";"-5,99%"
"PEFX3";"19,00";"-52,04";"1,68";"0,477";"0,00%";"0,597";"20,34";"5,75";"-3,18";"6,59";"8,30%";"-0,92%";"1,07";"11,77%";"-3,24%";"0,00";"396.955.000,00";"0,31";"4,36%"
"PEFX5";"19,00";"-52,04";"1,68";"0,477";"0,00%";"0,597";"20,34";"5,75";"-3,18";"6,59";"8,30%";"-0,92%";"1,07";"11,77%";"-3,24%";"0,00";"396.955.000,00";"0,31";"4,36%"
"TOYB4";"2,50";"-47,96";"-5,43";"5,256";"0,00%";"4,405";"-6,47";"-9,04";"-3,83";"-9,15";"-58,16%";"-10,96%";"0,49";"-59,36%";"11,31%";"24.570,50";"-13.852.000,00";"-0,07";"-26,99%"
"IMBI3";"5,01";"-46,42";"2,81";"2.659,020";"0,00%";"0,518";"-2,21";"-97,12";"-0,37";"-104,72";"-2.737,88%";"-13.821,20%";"0,05";"-0,54%";"-6,05%";"0,00";"62.544.000,00";"0,22";"-57,16%"
"CESP5";"29,00";"-46,31";"1,37";"6,039";"6,29%";"0,813";"30,61";"-54,08";"-2,40";"-62,08";"-11,17%";"-13,04%";"1,66";"-1,57%";"-2,95%";"3.686,79";"6.944.190.000,00";"0,27";"-17,80%"
"CESP6";"28,97";"-46,27";"1,37";"6,033";"3,06%";"0,812";"30,58";"-54,02";"-2,40";"-62,02";"-11,17%";"-13,04%";"1,66";"-1,57%";"-2,95%";"29.298.400,00";"6.944.190.000,00";"0,27";"-17,80%"
"CLAN4";"3,00";"-44,92";"0,47";"15,151";"0,00%";"0,406";"-15,50";"-82,56";"-6,36";"-97,43";"-18,35%";"-33,73%";"0,73";"-0,50%";"-1,05%";"0,00";"1.012.240.000,00";"0,08";"-63,96%"
"MAPT3";"7,81";"-44,86";"-1,31";"0,000";"0,00%";"9,285";"0,00";"-55,21";"0,00";"-55,21";"0,00%";"0,00%";"0,00";"0,00%";"2,92%";"18,60";"-5.473.000,00";"0,00";"0,00%"
"CESP3";"27,99";"-44,70";"1,32";"5,829";"3,17%";"0,785";"29,54";"-52,19";"-2,32";"-60,20";"-11,17%";"-13,04%";"1,66";"-1,57%";"-2,95%";"668.984,00";"6.944.190.000,00";"0,27";"-17,80%"
"PFRM3";"4,45";"-44,62";"0,56";"0,126";"0,00%";"0,183";"1,35";"5,75";"-3,75";"10,43";"2,18%";"-0,28%";"1,28";"4,93%";"-1,26%";"1.648.970,00";"983.149.000,00";"0,60";"6,22%"
"BAHI4";"86,00";"-44,05";"1,88";"2,242";"0,00%";"1,053";"-19,43";"-17,75";"-3,46";"-16,77";"-12,63%";"-6,01%";"0,64";"-6,34%";"-4,27%";"0,00";"53.521.000,00";"0,00";"-5,99%"
"TOYB3";"2,29";"-43,94";"-4,97";"4,815";"0,00%";"4,035";"-5,93";"-8,28";"-3,50";"-8,39";"-58,16%";"-10,96%";"0,49";"-59,36%";"11,31%";"10.289,50";"-13.852.000,00";"-0,07";"-26,99%"
"EBTP3";"10,21";"-43,56";"1,17";"0,548";"0,00%";"0,353";"-502,47";"6,42";"-0,73";"8,46";"8,53%";"-1,03%";"0,99";"6,03%";"-2,68%";"0,00";"10.782.200.000,00";"0,39";"22,10%"
"EBTP4";"10,00";"-42,66";"1,14";"0,537";"0,00%";"0,346";"-492,13";"6,29";"-0,71";"8,33";"8,53%";"-1,03%";"0,99";"6,03%";"-2,68%";"0,00";"10.782.200.000,00";"0,39";"22,10%"
"DIRR3";"13,30";"-41,65";"1,63";"1,542";"7,46%";"0,425";"1,38";"12,90";"-1,62";"14,25";"11,95%";"-2,96%";"3,13";"3,96%";"-3,92%";"7.077.520,00";"1.248.270.000,00";"0,75";"-13,13%"
"FBRA4";"34,58";"-39,57";"1,66";"0,457";"0,00%";"0,738";"18,94";"7,40";"-4,43";"10,62";"6,18%";"-1,15%";"1,11";"11,94%";"-4,20%";"0,00";"213.406.000,00";"0,77";"12,48%"
"BRTP4";"20,81";"-39,19";"1,43";"0,681";"0,00%";"0,399";"5,23";"3,51";"-1,40";"5,03";"19,37%";"-2,96%";"1,29";"13,41%";"-3,64%";"0,00";"5.302.340.000,00";"0,91";"3,66%"
"POSI3";"3,26";"-39,12";"0,56";"0,152";"0,00%";"0,157";"0,98";"4,24";"3,14";"7,47";"3,59%";"-0,37%";"1,26";"6,54%";"-1,44%";"686.413,00";"508.002.000,00";"1,24";"-2,28%"
"CCPR3";"15,30";"-39,07";"1,78";"4,105";"6,55%";"0,474";"7,99";"8,20";"-1,27";"14,37";"50,08%";"2,30%";"1,54";"6,80%";"-4,54%";"90.595,80";"1.031.350.000,00";"1,89";"6,10%"
"BTOW3";"37,41";"-38,85";"5,25";"2,717";"0,00%";"1,207";"4,21";"730,84";"-5,31";"843,18";"0,37%";"-7,00%";"2,12";"0,35%";"-13,51%";"113.218.000,00";"3.257.820.000,00";"2,49";"-8,10%"
"EUCA4";"5,25";"-37,50";"0,38";"1,176";"0,87%";"0,218";"-28,11";"9,31";"-1,47";"17,65";"12,63%";"-0,39%";"0,97";"2,51%";"-1,02%";"250.933,00";"1.274.240.000,00";"0,35";"-17,55%"
"ITEC3";"40,10";"-35,12";"22,04";"2.611,690";"0,00%";"9,216";"25,42";"-26,00";"-68,91";"-24,80";"-10.044,70%";"-7.435,88%";"5,23";"-63,06%";"-62,76%";"0,00";"20.143.000,00";"0,00";"-77,89%"
"BAHI5";"65,00";"-33,29";"1,42";"1,694";"0,00%";"0,796";"-14,69";"-13,42";"-2,62";"-12,44";"-12,63%";"-6,01%";"0,64";"-6,34%";"-4,27%";"0,00";"53.521.000,00";"0,00";"-5,99%"
"IMBI4";"3,50";"-32,43";"1,96";"1.857,600";"0,00%";"0,362";"-1,54";"-67,85";"-0,26";"-75,44";"-2.737,88%";"-13.821,20%";"0,05";"-0,54%";"-6,05%";"0,00";"62.544.000,00";"0,22";"-57,16%"
"PRTX3";"2,77";"-32,27";"-145,32";"297,651";"0,00%";"1,400";"-2,57";"-97,11";"-1,43";"-128,99";"-306,50%";"-922,47%";"0,05";"-1,50%";"450,37%";"0,00";"-18.917.000,00";"-49,85";"307,96%"
"RANI3";"3,11";"-32,12";"1,70";"0,537";"0,73%";"0,350";"-2,76";"4,78";"-0,60";"11,52";"11,24%";"-1,67%";"0,63";"7,91%";"-5,29%";"142.929,00";"305.001.000,00";"2,49";"6,63%"
"DFVA3";"9,90";"-31,38";"60,69";"4,327";"0,00%";"5,365";"29,10";"-55,91";"-31,47";"-58,28";"-7,74%";"-13,79%";"1,33";"-10,35%";"-193,42%";"0,00";"1.170.000,00";"2,84";"3,39%"
"ARTR3";"10,01";"-31,26";"896,64";"1,965";"0,00%";"380,960";"-5.415,06";"44,51";"-756,51";"44,56";"4,41%";"-6,29%";"0,50";"909,22%";"-2.868,75%";"0,00";"6.417.930,00";"1,11";"-5,16%"
"ASTA4";"25,83";"-30,79";"1,00";"0,652";"0,00%";"0,446";"2,57";"19,90";"-3,30";"33,20";"3,28%";"-2,12%";"1,71";"2,52%";"-3,25%";"0,00";"515.672.000,00";"0,85";"-4,73%"
"VGOR4";"5,87";"-29,58";"7,18";"1,229";"0,00%";"1,468";"113,97";"27,32";"-3,22";"34,09";"4,50%";"-4,59%";"1,04";"6,00%";"-24,29%";"0,00";"135.178.000,00";"1,89";"4,77%"
"RDNI3";"8,50";"-29,29";"0,61";"1,575";"0,00%";"0,294";"1,22";"-18,66";"-4,84";"-29,23";"-8,44%";"-6,16%";"2,14";"-1,86%";"-2,09%";"138.159,00";"607.893.000,00";"0,63";"-22,24%"
"CRBM3";"90,00";"-28,95";"3,26";"1,498";"0,00%";"1,172";"2,98";"-15,45";"16,90";"-14,17";"-9,70%";"-5,18%";"2,24";"-12,71%";"-11,28%";"0,00";"827.347.000,00";"0,45";"-1,58%"
"VVAR3";"8,53";"-28,62";"5,66";"0,416";"0,00%";"0,490";"-3,58";"9,19";"-1,17";"11,69";"4,53%";"-1,45%";"0,78";"8,21%";"-19,77%";"305.358.000,00";"1.958.000.000,00";"2,21";"6,99%"
"LPSB3";"7,38";"-27,58";"24,62";"7,457";"0,00%";"3,609";"-117,70";"-50,38";"-5,50";"-49,77";"-14,80%";"-32,47%";"0,88";"-7,91%";"-89,26%";"3.282.030,00";"37.943.000,00";"0,19";"-18,24%"
"EVEN3";"10,60";"-27,07";"1,41";"1,419";"0,00%";"0,458";"0,82";"440,99";"2,17";"589,14";"0,32%";"-4,04%";"2,96";"0,13%";"-5,22%";"16.052.200,00";"1.627.850.000,00";"0,97";"-9,00%"
"LOGN3";"16,46";"-26,13";"-2,28";"0,799";"0,00%";"0,684";"42,54";"9,33";"-0,66";"23,34";"8,57%";"-3,06%";"1,07";"8,24%";"8,73%";"6.530.540,00";"-349.381.000,00";"-3,50";"-1,69%"
"DFVA4";"8,00";"-25,35";"49,04";"3,497";"0,00%";"4,335";"23,51";"-45,18";"-25,43";"-47,55";"-7,74%";"-13,79%";"1,33";"-10,35%";"-193,42%";"0,00";"1.170.000,00";"2,84";"3,39%"
"MILS3";"7,35";"-25,10";"2,50";"6,249";"0,00%";"1,741";"38,36";"-15,00";"-20,98";"-15,80";"-41,66%";"-24,89%";"1,26";"-13,66%";"-9,95%";"6.391.720,00";"741.445.000,00";"0,32";"-21,63%"
"TAMM4";"52,73";"-22,74";"3,80";"0,626";"0,00%";"0,524";"-31,11";"9,77";"-0,96";"18,01";"6,41%";"-2,21%";"0,95";"6,36%";"-16,70%";"0,00";"2.174.310.000,00";"4,08";"9,79%"
"TAMM3";"52,60";"-22,68";"3,79";"0,625";"0,00%";"0,523";"-31,04";"9,74";"-0,96";"17,98";"6,41%";"-2,21%";"0,95";"6,36%";"-16,70%";"0,00";"2.174.310.000,00";"4,08";"9,79%"
"BAHI11";"43,70";"-22,38";"0,96";"1,139";"0,00%";"0,535";"-9,88";"-9,02";"-1,76";"-8,04";"-12,63%";"-6,01%";"0,64";"-6,34%";"-4,27%";"0,00";"53.521.000,00";"0,00";"-5,99%"
"CRBM7";"60,00";"-19,30";"2,18";"0,999";"0,00%";"0,782";"1,99";"-10,30";"11,26";"-9,02";"-9,70%";"-5,18%";"2,24";"-12,71%";"-11,28%";"0,00";"827.347.000,00";"0,45";"-1,58%"
"WMBY3";"25,39";"-19,30";"2,87";"0,836";"0,00%";"0,182";"1,20";"8,62";"-1,50";"25,02";"9,70%";"-7,05%";"1,44";"2,39%";"-14,86%";"0,00";"212.439.000,00";"6,51";"-14,48%"
"TDBH4";"0,66";"-18,63";"1,28";"0,906";"0,00%";"0,811";"-6,15";"8,73";"-5,66";"10,23";"10,38%";"-4,86%";"0,63";"10,48%";"-6,85%";"0,00";"554.115.000,00";"0,27";"35,74%"
"TANC4";"43,00";"-18,54";"3,10";"0,511";"0,00%";"0,428";"-25,37";"7,96";"-0,78";"16,20";"6,41%";"-2,21%";"0,95";"6,36%";"-16,70%";"0,00";"2.174.310.000,00";"4,08";"9,79%"
"EMBR3";"19,60";"-18,38";"0,98";"0,853";"0,10%";"0,333";"1,52";"17,56";"1,98";"11,26";"4,86%";"-4,51%";"1,36";"2,25%";"-5,34%";"43.183.500,00";"14.796.500.000,00";"0,03";"0,67%"
"CCIM3";"5,52";"-16,44";"0,94";"0,498";"0,00%";"0,198";"0,53";"8,96";"-1,09";"25,04";"5,55%";"-3,03%";"2,58";"2,38%";"-5,75%";"0,00";"660.347.000,00";"1,93";"29,98%"
"VVAR11";"14,58";"-16,31";"3,22";"0,237";"0,00%";"0,279";"-2,04";"5,23";"-0,67";"7,74";"4,53%";"-1,45%";"0,78";"8,21%";"-19,77%";"0,00";"1.958.000.000,00";"2,21";"6,99%"
"VVAR4";"4,84";"-16,24";"3,21";"0,236";"0,00%";"0,278";"-2,03";"5,21";"-0,66";"7,72";"4,53%";"-1,45%";"0,78";"8,21%";"-19,77%";"0,00";"1.958.000.000,00";"2,21";"6,99%"
"TDBH3";"0,56";"-15,81";"1,08";"0,769";"0,00%";"0,688";"-5,22";"7,40";"-4,80";"8,91";"10,38%";"-4,86%";"0,63";"10,48%";"-6,85%";"0,00";"554.115.000,00";"0,27";"35,74%"
"BTTL3";"4,65";"-14,16";"51,75";"0,177";"0,00%";"0,517";"8,31";"17,09";"-1,07";"20,98";"1,04%";"-1,25%";"1,14";"4,44%";"-365,36%";"8.990,64";"1.380.000,00";"16,93";"-14,13%"
"LECO4";"1,46";"-13,48";"2,00";"0,637";"0,00%";"0,924";"-16,84";"-29,69";"-3,16";"-32,69";"-2,14%";"-4,72%";"0,82";"-3,48%";"-14,82%";"0,00";"105.928.000,00";"0,20";"3,58%"
"SEDU3";"23,80";"-13,36";"15,00";"3,443";"0,00%";"1,531";"57,90";"-22,47";"-2,67";"-28,68";"-15,33%";"-25,73%";"1,09";"-8,15%";"-112,29%";"0,00";"415.869.000,00";"4,67";"10,87%"
"IGUA3";"8,15";"-12,52";"-1,44";"0,568";"0,00%";"0,564";"-0,65";"8,22";"-0,60";"14,80";"6,91%";"-4,53%";"0,34";"7,61%";"11,52%";"0,00";"-164.188.000,00";"-1,33";"-7,41%"
"FGUI3";"12,00";"-12,41";"-2,15";"16,009";"0,00%";"25,203";"-2,20";"-57,76";"-2,05";"-70,17";"-27,72%";"-129,00%";"0,04";"-60,74%";"17,32%";"0,00";"-222.024.000,00";"-0,46";"2,13%"
"IGUA6";"8,07";"-12,40";"-1,43";"0,562";"0,00%";"0,558";"-0,64";"8,14";"-0,59";"14,72";"6,91%";"-4,53%";"0,34";"7,61%";"11,52%";"0,00";"-164.188.000,00";"-1,33";"-7,41%"
"IGUA5";"7,98";"-12,26";"-1,41";"0,556";"0,00%";"0,552";"-0,64";"8,04";"-0,59";"14,63";"6,91%";"-4,53%";"0,34";"7,61%";"11,52%";"0,00";"-164.188.000,00";"-1,33";"-7,41%"
"TELB4";"27,20";"-11,84";"9,76";"30,560";"0,00%";"0,378";"9,22";"-17,03";"-0,44";"-18,55";"-179,40%";"-258,05%";"1,77";"-2,37%";"-82,45%";"94.542,60";"138.178.000,00";"1,98";"-24,35%"
"PRVI3";"10,54";"-11,74";"1,61";"0,919";"0,00%";"0,565";"-250,86";"9,71";"-1,48";"9,87";"9,46%";"-7,83%";"0,99";"6,15%";"-13,71%";"0,00";"525.170.000,00";"0,10";"16,19%"
"TELB3";"26,80";"-11,67";"9,62";"30,111";"0,00%";"0,373";"9,09";"-16,78";"-0,43";"-18,30";"-179,40%";"-258,05%";"1,77";"-2,37%";"-82,45%";"15.454,80";"138.178.000,00";"1,98";"-24,35%"
"PRGA4";"75,00";"-11,44";"9,01";"2,077";"0,00%";"1,421";"20,05";"-269,88";"-3,38";"-343,12";"-0,77%";"-18,28%";"1,21";"-0,73%";"-78,75%";"0,00";"6.761.780.000,00";"3,20";"0,61%"
"CPNY3";"2,35";"-11,00";"0,42";"0,232";"0,00%";"0,054";"0,20";"1,21";"-0,13";"4,21";"19,13%";"-2,11%";"2,26";"5,48%";"-3,86%";"0,00";"398.830.000,00";"2,33";"20,10%"
"AHEB6";"80,00";"-10,20";"34,70";"7,413";"0,00%";"2,451";"-22,61";"-10,12";"-2,87";"-9,99";"-73,25%";"-72,65%";"0,41";"-26,23%";"-340,04%";"0,00";"17.342.000,00";"0,00";"-21,78%"
"BTTL4";"3,30";"-10,05";"36,73";"0,126";"0,00%";"0,367";"5,89";"12,13";"-0,76";"16,02";"1,04%";"-1,25%";"1,14";"4,44%";"-365,36%";"0,00";"1.380.000,00";"16,93";"-14,13%"
"CALI3";"98,18";"-9,42";"2,00";"4,764";"0,00%";"0,909";"7,27";"-2,38";"-3,22";"-2,31";"-200,03%";"-50,56%";"1,90";"-39,66%";"-21,25%";"0,00";"18.244.000,00";"0,00";"-41,09%"
"BEEF3";"9,08";"-9,27";"-8,76";"0,205";"0,00%";"0,297";"1,62";"2,66";"-0,66";"7,47";"7,69%";"-2,21%";"1,46";"16,92%";"94,49%";"20.186.300,00";"-390.322.000,00";"-23,72";"19,80%"
"RCSL4";"1,21";"-8,87";"-1,41";"12,136";"0,00%";"2,217";"-6,10";"-82,58";"-1,01";"-82,53";"-14,70%";"-136,84%";"0,51";"-2,79%";"15,90%";"287.199,00";"-65.041.000,00";"0,00";"22,44%"
"TERI3";"64,28";"-8,83";"0,29";"0,107";"0,00%";"0,081";"7,90";"7,20";"-0,26";"39,56";"1,49%";"-1,91%";"1,03";"1,25%";"-3,27%";"0,00";"3.641.000.000,00";"1,43";"7,94%"
"BIOM4";"8,68";"-8,66";"4,51";"122,169";"0,00%";"1,409";"7,61";"-11,79";"-3,95";"-14,01";"-1.035,78%";"-1.410,09%";"2,27";"-17,17%";"-52,05%";"0,00";"92.090.000,00";"1,61";"2.534,86%"
"SEMP3";"16,86";"-8,12";"1,36";"15,081";"0,00%";"1,201";"15,67";"-4,42";"15,67";"-4,07";"-340,98%";"-185,82%";"1,64";"-30,21%";"-16,81%";"0,00";"118.441.000,00";"0,00";"-10,37%"
"MGEL3";"25,00";"-8,10";"-0,40";"0,297";"0,00%";"0,401";"1,12";"4,10";"-0,28";"21,79";"7,25%";"-9,60%";"2,73";"11,28%";"4,88%";"0,00";"-365.718.000,00";"-1,76";"1,57%"
"SZPQ4";"6,64";"-7,85";"2,20";"0,855";"0,00%";"0,744";"2,62";"-20,31";"-3,17";"-22,77";"-4,21%";"-10,89%";"2,97";"-3,77%";"-28,00%";"0,00";"684.467.000,00";"0,30";"-11,71%"
"BIOM3";"7,68";"-7,67";"3,99";"108,094";"0,00%";"1,246";"6,73";"-10,44";"-3,49";"-12,65";"-1.035,78%";"-1.410,09%";"2,27";"-17,17%";"-52,05%";"226.004,00";"92.090.000,00";"1,61";"2.534,86%"
"MEDI3";"11,55";"-7,52";"1,89";"0,374";"0,00%";"0,824";"-10,02";"-9,11";"-3,31";"-6,61";"-4,11%";"-4,98%";"0,79";"-12,30%";"-25,13%";"0,00";"426.164.000,00";"0,02";"13,02%"
"CALI4";"75,00";"-7,20";"1,53";"3,639";"3,73%";"0,694";"5,55";"-1,82";"-2,46";"-1,75";"-200,03%";"-50,56%";"1,90";"-39,66%";"-21,25%";"0,00";"18.244.000,00";"0,00";"-41,09%"
"AHEB3";"56,00";"-7,14";"24,29";"5,189";"0,00%";"1,715";"-15,83";"-7,08";"-2,01";"-6,95";"-73,25%";"-72,65%";"0,41";"-26,23%";"-340,04%";"3.143,60";"17.342.000,00";"0,00";"-21,78%"
"ADHM3";"1,59";"-7,13";"-0,72";"-925,013";"0,00%";"29,330";"-0,79";"35,47";"-0,71";"35,47";"-2.607,69%";"12.976,90%";"0,01";"-85,18%";"10,08%";"35.774,30";"-16.742.000,00";"0,00";"0,00%"
"SHOW3";"5,40";"-7,04";"1,26";"0,623";"1,10%";"0,613";"1,94";"272,02";"21,68";"219,53";"0,23%";"-8,62%";"2,41";"0,42%";"-17,85%";"1.168.340,00";"290.253.000,00";"0,53";"1,29%"
